Number,Name,Type_1,Type_2,HP,Attack,Defense,Speed,Generation,Pr_Male,Height_and_Weight_stats,Body_Style,isLegendary,Black,Blue,Brown,Green,Grey,Pink,Purple,Red,White,Yellow,Special_Move,Special_Move_Power
332,Cacturne,Grass,Dark,70,115,60,55,3,0.5,1.3:77.4,bipedal_tailless,FALSE,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,Special_Attack,115
332,,Grass,Dark,70,115,60,55,3,0.5,1.3:77.4,bipedal_tailless,FALSE,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,Special_Defense,60
333,Swablu,Normal,Flying,45,40,60,50,3,0.5,0.41:1.2,two_wings,FALSE,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
333,,Normal,Flying,45,40,60,50,3,0.5,0.41:1.2,two_wings,FALSE,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,75
334,Altaria,Dragon,Flying,75,70,90,80,3,0.5,1.09:20.6,two_wings,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,70
334,,Dragon,Flying,75,70,90,80,3,0.5,1.09:20.6,two_wings,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,105
335,Zangoose,Normal,NA,73,115,60,90,3,0.5,1.3:40.3,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,Special_Attack,60
335,,Normal,NA,73,115,60,90,3,0.5,1.3:40.3,bipedal_tailed,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,90,NA,Special_Defense,60
336,Seviper,Poison,NA,73,100,60,65,3,0.5,2.69:52.5,serpentine_body,FALSE,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,100
336,,Poison,NA,73,100,60,65,3,0.5,2.69:52.5,serpentine_body,FALSE,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,60
337,Lunatone,Rock,Psychic,70,55,65,70,3,NA,0.99:168,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Attack,95
337,,Rock,Psychic,70,55,65,70,3,NA,0.99:168,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Defense,85
338,Solrock,Rock,Psychic,70,95,85,70,3,NA,1.19:154,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Attack,55
338,,Rock,Psychic,70,95,85,70,3,NA,1.19:154,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Defense,65
339,Barboach,Water,Ground,50,48,43,60,3,0.5,0.41:1.9,with_fins,FALSE,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,Special_Attack,46
339,,Water,Ground,50,48,43,60,3,0.5,0.41:1.9,with_fins,FALSE,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,Special_Defense,41
340,Whiscash,Water,Ground,110,78,73,60,3,0.5,0.89:23.6,with_fins,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,76
340,,Water,Ground,110,78,73,60,3,0.5,0.89:23.6,with_fins,FALSE,NA,75,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,71
341,Corphish,Water,NA,43,80,65,35,3,0.5,0.61:11.5,insectoid,FALSE,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,Special_Attack,50
341,,Water,NA,43,80,65,35,3,0.5,0.61:11.5,insectoid,FALSE,NA,NA,NA,NA,NA,NA,NA,205,NA,NA,Special_Defense,35
342,Crawdaunt,Water,Dark,63,120,85,55,3,0.5,1.09:32.8,insectoid,FALSE,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,Special_Attack,90
342,,Water,Dark,63,120,85,55,3,0.5,1.09:32.8,insectoid,FALSE,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,Special_Defense,55
343,Baltoy,Ground,Psychic,40,40,55,55,3,NA,0.51:21.5,head_arms,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
343,,Ground,Psychic,40,40,55,55,3,NA,0.51:21.5,head_arms,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Defense,70
344,Claydol,Ground,Psychic,60,70,105,75,3,NA,1.5:108,head_arms,FALSE,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,70
344,,Ground,Psychic,60,70,105,75,3,NA,1.5:108,head_arms,FALSE,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,120
345,Lileep,Rock,Grass,66,41,77,23,3,0.875,0.99:23.8,head_base,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Attack,61
345,,Rock,Grass,66,41,77,23,3,0.875,0.99:23.8,head_base,FALSE,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,Special_Defense,87
346,Cradily,Rock,Grass,86,81,97,43,3,0.875,1.5:60.4,head_base,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,81
346,,Rock,Grass,86,81,97,43,3,0.875,1.5:60.4,head_base,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,107
347,Anorith,Rock,Bug,45,95,50,75,3,0.875,0.71:12.5,insectoid,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Attack,40
347,,Rock,Bug,45,95,50,75,3,0.875,0.71:12.5,insectoid,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Defense,50
348,Armaldo,Rock,Bug,75,125,100,45,3,0.875,1.5:68.2,bipedal_tailed,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Attack,70
348,,Rock,Bug,75,125,100,45,3,0.875,1.5:68.2,bipedal_tailed,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Defense,80
349,Feebas,Water,NA,20,15,20,80,3,0.5,0.61:7.4,with_fins,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Attack,10
349,,Water,NA,20,15,20,80,3,0.5,0.61:7.4,with_fins,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Defense,55
350,Milotic,Water,NA,95,60,79,81,3,0.5,6.2:162,serpentine_body,FALSE,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,Special_Attack,100
350,,Water,NA,95,60,79,81,3,0.5,6.2:162,serpentine_body,FALSE,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,Special_Defense,125
351,Castform,Normal,NA,70,70,70,70,3,0.5,0.3:0.8,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,Special_Attack,70
351,,Normal,NA,70,70,70,70,3,0.5,0.3:0.8,head_only,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,Special_Defense,70
352,Kecleon,Normal,NA,60,90,70,40,3,0.5,0.99:22,bipedal_tailed,FALSE,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,Special_Attack,60
352,,Normal,NA,60,90,70,40,3,0.5,0.99:22,bipedal_tailed,FALSE,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,Special_Defense,120
353,Shuppet,Ghost,NA,44,75,35,45,3,0.5,0.61:2.3,head_only,FALSE,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,63
353,,Ghost,NA,44,75,35,45,3,0.5,0.61:2.3,head_only,FALSE,225,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,33
354,Banette,Ghost,NA,64,115,65,65,3,0.5,1.09:12.5,bipedal_tailed,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,83
354,,Ghost,NA,64,115,65,65,3,0.5,1.09:12.5,bipedal_tailed,FALSE,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,63
355,Duskull,Ghost,NA,20,40,90,25,3,0.5,0.79:15,head_arms,FALSE,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,30
355,,Ghost,NA,20,40,90,25,3,0.5,0.79:15,head_arms,FALSE,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,90
356,Dusclops,Ghost,NA,40,70,130,25,3,0.5,1.6:30.6,bipedal_tailless,FALSE,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,60
356,,Ghost,NA,40,70,130,25,3,0.5,1.6:30.6,bipedal_tailless,FALSE,90,NA,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,130
357,Tropius,Grass,Flying,99,68,83,51,3,0.5,2.01:100,quadruped,FALSE,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,Special_Attack,72
357,,Grass,Flying,99,68,83,51,3,0.5,2.01:100,quadruped,FALSE,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,Special_Defense,87
358,Chimecho,Psychic,NA,65,50,70,65,3,0.5,0.61:1,head_arms,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,95
358,,Psychic,NA,65,50,70,65,3,0.5,0.61:1,head_arms,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,80
359,Absol,Dark,NA,65,130,60,75,3,0.5,1.19:47,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,Special_Attack,75
359,,Dark,NA,65,130,60,75,3,0.5,1.19:47,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,Special_Defense,60
360,Wynaut,Psychic,NA,95,23,48,23,3,0.5,0.61:14,bipedal_tailed,FALSE,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,23
360,,Psychic,NA,95,23,48,23,3,0.5,0.61:14,bipedal_tailed,FALSE,NA,125,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,48
361,Snorunt,Ice,NA,50,50,50,50,3,0.5,0.71:16.8,bipedal_tailless,FALSE,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,Special_Attack,50
361,,Ice,NA,50,50,50,50,3,0.5,0.71:16.8,bipedal_tailless,FALSE,NA,NA,NA,NA,190,NA,NA,NA,NA,NA,Special_Defense,50
362,Glalie,Ice,NA,80,80,80,80,3,0.5,1.5:256.5,head_only,FALSE,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,Special_Attack,80
362,,Ice,NA,80,80,80,80,3,0.5,1.5:256.5,head_only,FALSE,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,Special_Defense,80
363,Spheal,Ice,Water,70,40,50,25,3,0.5,0.79:39.5,with_fins,FALSE,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,55
363,,Ice,Water,70,40,50,25,3,0.5,0.79:39.5,with_fins,FALSE,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,50
364,Sealeo,Ice,Water,90,60,70,45,3,0.5,1.09:87.6,with_fins,FALSE,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,75
364,,Ice,Water,90,60,70,45,3,0.5,1.09:87.6,with_fins,FALSE,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,70
365,Walrein,Ice,Water,110,80,90,65,3,0.5,1.4:150.6,quadruped,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,95
365,,Ice,Water,110,80,90,65,3,0.5,1.4:150.6,quadruped,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,90
366,Clamperl,Water,NA,35,64,85,32,3,0.5,0.41:52.5,head_only,FALSE,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,74
366,,Water,NA,35,64,85,32,3,0.5,0.41:52.5,head_only,FALSE,NA,255,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,55
367,Huntail,Water,NA,55,104,105,52,3,0.5,1.7:27,serpentine_body,FALSE,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,94
367,,Water,NA,55,104,105,52,3,0.5,1.7:27,serpentine_body,FALSE,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,75
368,Gorebyss,Water,NA,55,84,105,52,3,0.5,1.8:22.6,serpentine_body,FALSE,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,Special_Attack,114
368,,Water,NA,55,84,105,52,3,0.5,1.8:22.6,serpentine_body,FALSE,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,Special_Defense,75
369,Relicanth,Water,Rock,100,90,130,55,3,0.875,0.99:23.4,with_fins,FALSE,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,Special_Attack,45
369,,Water,Rock,100,90,130,55,3,0.875,0.99:23.4,with_fins,FALSE,NA,NA,NA,NA,25,NA,NA,NA,NA,NA,Special_Defense,65
370,Luvdisc,Water,NA,43,30,55,97,3,0.25,0.61:8.7,with_fins,FALSE,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,Special_Attack,40
370,,Water,NA,43,30,55,97,3,0.25,0.61:8.7,with_fins,FALSE,NA,NA,NA,NA,NA,225,NA,NA,NA,NA,Special_Defense,65
371,Bagon,Dragon,NA,45,75,60,50,3,0.5,0.61:42.1,bipedal_tailless,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
371,,Dragon,NA,45,75,60,50,3,0.5,0.61:42.1,bipedal_tailless,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,30
372,Shelgon,Dragon,NA,65,95,100,50,3,0.5,1.09:110.5,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,Special_Attack,60
372,,Dragon,NA,65,95,100,50,3,0.5,1.09:110.5,quadruped,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,Special_Defense,50
373,Salamence,Dragon,Flying,95,135,80,100,3,0.5,1.5:102.6,quadruped,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,110
373,,Dragon,Flying,95,135,80,100,3,0.5,1.5:102.6,quadruped,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,80
374,Beldum,Steel,Psychic,40,55,80,30,3,NA,0.61:95.2,head_base,FALSE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,35
374,,Steel,Psychic,40,55,80,30,3,NA,0.61:95.2,head_base,FALSE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,60
375,Metang,Steel,Psychic,60,75,100,50,3,NA,1.19:202.5,head_arms,FALSE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,55
375,,Steel,Psychic,60,75,100,50,3,NA,1.19:202.5,head_arms,FALSE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,80
376,Metagross,Steel,Psychic,80,135,130,70,3,NA,1.6:550,multiple_bodies,FALSE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,95
376,,Steel,Psychic,80,135,130,70,3,NA,1.6:550,multiple_bodies,FALSE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,90
377,Regirock,Rock,NA,80,100,200,50,3,NA,1.7:230,bipedal_tailless,TRUE,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Special_Attack,50
377,,Rock,NA,80,100,200,50,3,NA,1.7:230,bipedal_tailless,TRUE,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,Special_Defense,100
378,Regice,Ice,NA,80,50,100,50,3,NA,1.8:175,bipedal_tailless,TRUE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,100
378,,Ice,NA,80,50,100,50,3,NA,1.8:175,bipedal_tailless,TRUE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,200
379,Registeel,Steel,NA,80,75,150,50,3,NA,1.91:205,bipedal_tailless,TRUE,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Special_Attack,75
379,,Steel,NA,80,75,150,50,3,NA,1.91:205,bipedal_tailless,TRUE,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,Special_Defense,150
380,Latias,Dragon,Psychic,80,80,90,110,3,0,1.4:40,two_wings,TRUE,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Special_Attack,110
380,,Dragon,Psychic,80,80,90,110,3,0,1.4:40,two_wings,TRUE,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Special_Defense,130
381,Latios,Dragon,Psychic,80,90,80,110,3,1,2.01:60,two_wings,TRUE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,130
381,,Dragon,Psychic,80,90,80,110,3,1,2.01:60,two_wings,TRUE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,110
382,Kyogre,Water,NA,100,100,90,90,3,NA,4.5:352,with_fins,TRUE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,150
382,,Water,NA,100,100,90,90,3,NA,4.5:352,with_fins,TRUE,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,140
383,Groudon,Ground,NA,100,150,140,90,3,NA,3.51:950,bipedal_tailed,TRUE,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Special_Attack,100
383,,Ground,NA,100,150,140,90,3,NA,3.51:950,bipedal_tailed,TRUE,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Special_Defense,90
384,Rayquaza,Dragon,Flying,105,150,90,95,3,NA,7.01:206.5,serpentine_body,TRUE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,150
384,,Dragon,Flying,105,150,90,95,3,NA,7.01:206.5,serpentine_body,TRUE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,90
385,Jirachi,Steel,Psychic,100,100,100,100,3,NA,0.3:1.1,bipedal_tailless,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Special_Attack,100
385,,Steel,Psychic,100,100,100,100,3,NA,0.3:1.1,bipedal_tailless,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Special_Defense,100
386,Deoxys,Psychic,NA,50,150,50,150,3,NA,1.7:60.8,bipedal_tailless,TRUE,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Special_Attack,150
386,,Psychic,NA,50,150,50,150,3,NA,1.7:60.8,bipedal_tailless,TRUE,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,Special_Defense,50
387,Turtwig,Grass,NA,55,68,64,31,4,0.875,0.41:10.2,quadruped,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,45
387,,Grass,NA,55,68,64,31,4,0.875,0.41:10.2,quadruped,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,55
388,Grotle,Grass,NA,75,89,85,36,4,0.875,1.09:97,quadruped,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,55
388,,Grass,NA,75,89,85,36,4,0.875,1.09:97,quadruped,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,65
389,Torterra,Grass,Ground,95,109,105,56,4,0.875,2.21:310,quadruped,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Attack,75
389,,Grass,Ground,95,109,105,56,4,0.875,2.21:310,quadruped,FALSE,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,Special_Defense,85
390,Chimchar,Fire,NA,44,58,44,61,4,0.875,0.51:6.2,bipedal_tailed,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Attack,58
390,,Fire,NA,44,58,44,61,4,0.875,0.51:6.2,bipedal_tailed,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Defense,44
391,Monferno,Fire,Fighting,64,78,52,81,4,0.875,0.89:22,bipedal_tailed,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Attack,78
391,,Fire,Fighting,64,78,52,81,4,0.875,0.89:22,bipedal_tailed,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Defense,52
392,Infernape,Fire,Fighting,76,104,71,108,4,0.875,1.19:55,bipedal_tailed,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Attack,104
392,,Fire,Fighting,76,104,71,108,4,0.875,1.19:55,bipedal_tailed,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Defense,71
393,Piplup,Water,NA,53,51,53,40,4,0.875,0.41:5.2,bipedal_tailless,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,61
393,,Water,NA,53,51,53,40,4,0.875,0.41:5.2,bipedal_tailless,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,56
394,Prinplup,Water,NA,64,66,68,50,4,0.875,0.79:23,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,81
394,,Water,NA,64,66,68,50,4,0.875,0.79:23,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,76
395,Empoleon,Water,Steel,84,86,88,60,4,0.875,1.7:84.5,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,111
395,,Water,Steel,84,86,88,60,4,0.875,1.7:84.5,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,101
396,Starly,Normal,Flying,40,55,30,60,4,0.5,0.3:2,two_wings,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Attack,30
396,,Normal,Flying,40,55,30,60,4,0.5,0.3:2,two_wings,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Defense,30
397,Staravia,Normal,Flying,55,75,50,80,4,0.5,0.61:15.5,two_wings,FALSE,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
397,,Normal,Flying,55,75,50,80,4,0.5,0.61:15.5,two_wings,FALSE,NA,NA,120,NA,NA,NA,NA,NA,NA,NA,Special_Defense,40
398,Staraptor,Normal,Flying,85,120,70,100,4,0.5,1.19:24.9,two_wings,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Attack,50
398,,Normal,Flying,85,120,70,100,4,0.5,1.19:24.9,two_wings,FALSE,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,Special_Defense,60
399,Bidoof,Normal,NA,59,45,40,31,4,0.5,0.51:20,quadruped,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Attack,35
399,,Normal,NA,59,45,40,31,4,0.5,0.51:20,quadruped,FALSE,NA,NA,255,NA,NA,NA,NA,NA,NA,NA,Special_Defense,40
400,Bibarel,Normal,Water,79,85,60,71,4,0.5,0.99:31.5,bipedal_tailed,FALSE,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,Special_Attack,55
400,,Normal,Water,79,85,60,71,4,0.5,0.99:31.5,bipedal_tailed,FALSE,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,Special_Defense,60
401,Kricketot,Bug,NA,37,25,41,25,4,0.5,0.3:2.2,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,255,NA,NA,Special_Attack,25
401,,Bug,NA,37,25,41,25,4,0.5,0.3:2.2,bipedal_tailless,FALSE,NA,NA,NA,NA,NA,NA,NA,255,NA,NA,Special_Defense,41
402,Kricketune,Bug,NA,77,85,51,65,4,0.5,0.99:25.5,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Attack,55
402,,Bug,NA,77,85,51,65,4,0.5,0.99:25.5,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,Special_Defense,51
403,Shinx,Electric,NA,45,65,34,45,4,0.5,0.51:9.5,quadruped,FALSE,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,40
403,,Electric,NA,45,65,34,45,4,0.5,0.51:9.5,quadruped,FALSE,NA,235,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,34
404,Luxio,Electric,NA,60,85,49,60,4,0.5,0.89:30.5,quadruped,FALSE,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,60
404,,Electric,NA,60,85,49,60,4,0.5,0.89:30.5,quadruped,FALSE,NA,120,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,49
405,Luxray,Electric,NA,80,120,79,70,4,0.5,1.4:42,quadruped,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,95
405,,Electric,NA,80,120,79,70,4,0.5,1.4:42,quadruped,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,79
406,Budew,Grass,Poison,40,30,35,55,4,0.5,0.2:1.2,bipedal_tailless,FALSE,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,Special_Attack,50
406,,Grass,Poison,40,30,35,55,4,0.5,0.2:1.2,bipedal_tailless,FALSE,NA,NA,NA,255,NA,NA,NA,NA,NA,NA,Special_Defense,70
407,Roserade,Grass,Poison,60,70,65,90,4,0.5,0.89:14.5,bipedal_tailless,FALSE,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,Special_Attack,125
407,,Grass,Poison,60,70,65,90,4,0.5,0.89:14.5,bipedal_tailless,FALSE,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,Special_Defense,105
408,Cranidos,Rock,NA,67,125,40,58,4,0.875,0.89:31.5,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,30
408,,Rock,NA,67,125,40,58,4,0.875,0.89:31.5,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,30
409,Rampardos,Rock,NA,97,165,60,58,4,0.875,1.6:102.5,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Attack,65
409,,Rock,NA,97,165,60,58,4,0.875,1.6:102.5,bipedal_tailed,FALSE,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,Special_Defense,50
410,Shieldon,Rock,Steel,30,42,118,30,4,0.875,0.51:57,quadruped,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Attack,42
410,,Rock,Steel,30,42,118,30,4,0.875,0.51:57,quadruped,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Defense,88
411,Bastiodon,Rock,Steel,60,52,168,30,4,0.875,1.3:149.5,quadruped,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Attack,47
411,,Rock,Steel,60,52,168,30,4,0.875,1.3:149.5,quadruped,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Defense,138
412,Burmy,Bug,NA,40,29,45,36,4,0.5,0.2:3.4,head_base,FALSE,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,Special_Attack,29
412,,Bug,NA,40,29,45,36,4,0.5,0.2:3.4,head_base,FALSE,NA,NA,NA,NA,120,NA,NA,NA,NA,NA,Special_Defense,45
413,Wormadam,Bug,Grass,60,59,85,36,4,0,0.51:6.5,head_base,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Attack,79
413,,Bug,Grass,60,59,85,36,4,0,0.51:6.5,head_base,FALSE,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,Special_Defense,105
414,Mothim,Bug,Flying,70,94,50,66,4,1,0.89:23.3,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Attack,94
414,,Bug,Flying,70,94,50,66,4,1,0.89:23.3,four_wings,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,Special_Defense,50
